Name,Nation,Club,League,OVR,POT,Age,Height,Weight,Position,Reputation,Value,Wage
Thomas Lemar,France , Atletico de Madrid , Spain Primera Division (1),83,84,26,171cm,66kg,"CM, LM, RM",3,£38M,£66K
Lucas Janson,Argentina , Velez Sarsfield , Argentina Primera Division (1),76,76,28,171cm,66kg,"LW, LM",1,£7M,£16K
Manu Sanchez,Spain , CA Osasuna , Spain Primera Division (1),74,82,22,171cm,66kg,"LB, LWB, LM",1,£8M,£16K
Kiko Bondoso,Portugal , Vizela , Portugal Primeira Liga (1),72,72,26,171cm,66kg,"RW, LW",1,£2.3M,£4.9K
Paulo Estrela,Portugal , Portimonense , Portugal Primeira Liga (1),70,76,23,171cm,66kg,"CM, CDM",1,£2.3M,£4.1K
Ahmed Musa,Nigeria , Sivasspor , Turkey S√ºper Lig (1),70,70,29,171cm,66kg,"RM, ST, LM",2,£1.4M,£9.5K
Regan Slater,England , Hull City , England Championship (2),69,77,22,171cm,66kg,"CM, CDM, LM",1,£2.8M,£6.8K
Georgios Efrem,Cyprus , APOEL Nicosia FC , Rest of World,69,69,33,171cm,66kg,"CAM, RM, LM",1,£775K,£11.5K
Gerald Kilota,France , Seraing , Belgium Pro League (1),67,67,28,171cm,66kg,"LM, CM, LWB",1,£925K,£5.3K
Luis Machado,Portugal , Radomiak Radom , Poland Ekstraklasa (1),66,66,29,171cm,66kg,LM,1,£750K,£2K
Moritz Oswald,Austria , Rapid Wien , Austria Bundesliga (1),60,72,20,171cm,66kg,"CM, RB",1,£525K,£3K
Giannis Sardelis,Greece , Panathinaikos , Rest of World,61,71,21,171cm,66kg,"LW, RW",1,£675K,£2.4K
Francesco Antonucci,Belgium , FC Volendam , Holland Eredivisie (1),65,73,23,171cm,66kg,"LM, CAM",1,£1.4M,£1.9K
George Cox,England , Fortuna Sittard , Holland Eredivisie (1),67,72,24,171cm,66kg,LB,1,£1.3M,£3.7K
Baek Sung Dong,Korea Republic , Pohang Steelers , Korea K League 1 (1),67,67,31,171cm,66kg,"LM, LW",1,£750K,£2.6K
Marlos Moreno,Colombia , Konyaspor , Turkey S√ºper Lig (1),68,69,25,171cm,66kg,"LW, RW",1,£1.3M,£6.8K
Ivan Franco,Paraguay , Houston Dynamo , USA Major League Soccer (1),69,78,22,171cm,66kg,"CF, RM, LM",1,£2.8M,£3.6K
Mubarak Wakaso,Ghana , Eupen , Belgium Pro League (1),70,70,32,171cm,66kg,CM,1,£1.1M,£6.6K
Nawaf Al Qumairi,Saudi Arabia , Al Tai , Saudi Pro League (1),56,67,21,171cm,66kg,"RB, LB",1,£275K,£2K
Gani Nigam,India , NorthEast United , Indian Super League (1),48,51,24,171cm,66kg,"LW, RW, ST",1,£60K,£1.7K
Moussa Diaby,France , Bayer 04 Leverkusen , Germany 1. Bundesliga (1),84,88,23,171cm,67kg,"RM, LM, CF",2,£54.5M,£63K
Grimaldo,Spain , Benfica , Portugal Primeira Liga (1),83,84,26,171cm,67kg,LB,3,£35M,£18.5K
Matteo Politano,Italy , Napoli , Italy Serie A (1),81,81,29,171cm,67kg,"RW, RM",2,£23M,£64K
Leandro Trossard,Belgium , Arsenal , England Premier League (1),80,80,27,171cm,67kg,"LW, ST",1,£24.5M,£86K
Jonathan Viera,Spain , UD Las Palmas , Spain Segunda Division (2),80,80,32,171cm,67kg,"CAM, CM, LM",2,£18.5M,£12.5K
Manolis Siopis,Greece , Trabzonspor , Turkey S√ºper Lig (1),74,74,28,171cm,67kg,"CDM, CM",1,£3.3M,£25.5K
Pozo,Spain , Rayo Vallecano , Spain Primera Division (1),73,74,26,171cm,67kg,CAM,1,£3.2M,£14.5K
Pedro Milans,Uruguay , Penarol , CONMEBOL Libertadores,68,79,20,171cm,67kg,"RB, RWB",1,£2.3M,£4.9K
Marouan Azarkan,Netherlands , Excelsior , Holland Eredivisie (1),66,76,20,171cm,67kg,"RM, LM, ST",1,£1.7M,£1.6K
Edvard Sandvik Tagseth,Norway , Rosenborg BK , Norway Eliteserien (1),66,75,21,171cm,67kg,"LWB, CM",1,£1.6M,£1.5K
Florian Rieder,Austria , Austria Klagenfurt , Austria Bundesliga (1),66,67,26,171cm,67kg,LM,1,£900K,£3.3K
Lautaro Guzman,Argentina , Arsenal de Sarandi , Argentina Primera Division (1),66,75,22,171cm,67kg,"LM, RM, RW",1,£1.7M,£2.6K
Valentin Jacob,France , Dijon FCO , France Ligue 2 (2),65,65,28,171cm,67kg,"CAM, LM, CM",1,£650K,£2.1K
Diego Caballo,Spain , Sydney FC , Australia A-League (1),65,65,28,171cm,67kg,"LB, LM",1,£575K,£2.3K
Rob Hunt,England , Leyton Orient , England League Two (4),63,63,27,171cm,67kg,"LB, RB",1,£425K,£2.9K
Christos Wheeler,Cyprus , APOEL Nicosia FC , Rest of World,63,67,25,171cm,67kg,LB,1,£550K,£4.3K
Hector Hevel,Netherlands , FC Andorra , Spain Segunda Division (2),63,66,26,171cm,67kg,"CAM, CM",1,£575K,£1.6K
Aurel Loubongo-M'Boungou,Germany , Rot-Weiss Essen , Germany 3. Liga (3),60,72,21,171cm,67kg,"LM, RM, CF",1,£550K,£751
Oscar Jimenez,Venezuela , , ,59,69,19,171cm,67kg,LB,1,£425K,£500
Elias Urbina,Venezuela , Caracas FC , CONMEBOL Libertadores,62,69,20,171cm,67kg,"RM, RW, ST",1,£700K,£3.2K
Ivan Huayhuata,Bolivia , Guabira , CONMEBOL Sudamericana,66,66,33,171cm,67kg,"CM, CDM, CAM",1,£475K,£3.6K
Otavio,Portugal , FC Porto , Portugal Primeira Liga (1),82,82,27,171cm,67kg,"RM, LM",1,£29M,£32.5K
Prabir Das,India , Bengaluru FC , Indian Super League (1),57,57,28,171cm,67kg,"RWB, RW",1,£130K,£2.8K
Muath Faqihi,Saudi Arabia , Al Hilal , Saudi Pro League (1),54,66,20,171cm,67kg,LB,1,£220K,£3K
Kaku,Paraguay , Al Taawoun , Saudi Pro League (1),78,78,27,171cm,68kg,"CAM, LM",2,£13.5M,£26K
Sergio Gomez,Spain , Manchester City , England Premier League (1),74,83,21,171cm,68kg,LB,1,£8M,£47.5K
Andy Najar,Honduras , D.C. United , USA Major League Soccer (1),70,70,29,171cm,68kg,"CB, RB",2,£1.2M,£4.3K
Franco Moyano,Argentina , Argentinos Juniors , Argentina Primera Division (1),69,72,24,171cm,68kg,"CM, CDM",1,£1.7M,£5.2K
Tuur Dierckx,Belgium , Westerlo , Belgium Pro League (1),68,68,27,171cm,68kg,RM,1,£1.2M,£4.7K
Matias Alfonso,Paraguay , River Plate Montevideo , CONMEBOL Sudamericana,67,73,22,171cm,68kg,"CM, CDM",1,£1.5M,£4.5K
Yuber Quinones,Colombia , , ,65,80,19,171cm,68kg,"RM, RW",1,£1.5M,£500
Juan Bautista Cascini,Argentina , UTA Arad , Romania Liga I (1),65,71,25,171cm,68kg,"CDM, CM, CAM",1,£900K,£1.9K
Dominik Prokop,Austria , Hartberg , Austria Bundesliga (1),64,69,25,171cm,68kg,"CAM, CM, RM",1,£775K,£2K
Kosta Barbarouses,New Zealand , Wellington Phoenix , Australia A-League (1),64,64,32,171cm,68kg,"ST, RM, CAM",1,£425K,£3.6K
Aleix Garrido,Spain , FC Barcelona , Spain Primera Division (1),62,76,18,171cm,68kg,CM,1,£825K,£5.7K
Yordi Lopez,Uruguay , Liverpool Futbol Club Uruguay , CONMEBOL Sudamericana,61,74,20,171cm,68kg,"CM, CDM",1,£700K,£2.3K
Sinan Tekerci,Turkey , SV Elversberg , Germany 3. Liga (3),61,61,28,171cm,68kg,"LM, RM",1,£300K,£500
Giovanni Bordon,Paraguay , General Caballero (JLM) , CONMEBOL Sudamericana,59,68,23,171cm,68kg,"LM, LB, RM",1,£450K,£2.1K
Bernardo,Australia , Adelaide United , Australia A-League (1),59,73,18,171cm,68kg,RM,1,£475K,£500
Diego Guti,Spain , UD Las Palmas , Spain Segunda Division (2),62,73,21,171cm,68kg,"CDM, CM",1,£750K,£1.1K
Kajetan Szmyt,Poland , Warta PoznaD , Poland Ekstraklasa (1),62,74,20,171cm,68kg,"CF, RM, RW",1,£875K,£651
Joris Correa,France , Grenoble Foot 38 , France Ligue 2 (2),65,65,28,171cm,68kg,"ST, LM, RW",1,£650K,£2.1K
Irvyn Lomami,France , Olympique Lyonnais , France Ligue 1 (1),65,78,18,171cm,68kg,RB,1,£1.4M,£3.1K
Jan Hendrik Marx,Germany , Eintracht Braunschweig , Germany 2. Bundesliga (2),67,67,27,171cm,68kg,"RWB, RM, RB",1,£875K,£4.4K
Yusuf Erdogan,Turkey , Adana Demirspor , Turkey S√ºper Lig (1),69,69,30,171cm,68kg,"RM, LM, LB",1,£1.2M,£9K
Oscar Lewicki,Sweden , Malmo FF , Sweden Allsvenskan (1),70,70,30,171cm,68kg,"CDM, CM, CB",1,£1.2M,£4.2K
Ramiro Enrique,Argentina , Orlando City SC , USA Major League Soccer (1),71,82,21,171cm,68kg,"ST, LW",1,£3.8M,£4.2K
Jahnoah Markelo,Netherlands , Go Ahead Eagles , Holland Eredivisie (1),57,73,19,171cm,68kg,RM,1,£160K,£851
Tze-nam Yue,Hong Kong , Meizhou Hakka , China Super League (1),51,55,24,171cm,68kg,RB,1,£70K,£1.1K
Facundo Farias,Argentina , Colon , Argentina Primera Division (1),75,85,20,171cm,69kg,"ST, CF",1,£11M,£10K
Max Aarons,England , Norwich City , England Championship (2),73,78,22,171cm,69kg,RB,1,£3.9M,£23.5K
Blas Armoa,Paraguay , Tigre , Argentina Primera Division (1),69,77,22,171cm,69kg,RM,1,£2.8M,£4.7K
Martin Garay,Argentina , Tigre , Argentina Primera Division (1),69,78,23,171cm,69kg,"RB, RM",1,£2.7M,£4.3K
Tommaso Arrigoni,Italy , Como , Italy Serie B (2),68,68,28,171cm,69kg,CM,1,£1.1M,£1.6K
Kristian Arnstad,Norway , Anderlecht , Belgium Pro League (1),66,80,18,171cm,69kg,CM,1,£1.8M,£2K
Marcel Wedrychowski,Poland , PogoD Szczecin , Poland Ekstraklasa (1),63,73,20,171cm,69kg,RM,1,£950K,£1.5K
Khaled Al Kaabi,Saudi Arabia , Al Fayha , Saudi Pro League (1),61,61,30,171cm,69kg,"RM, ST",1,£275K,£3.8K
Netinho,Brazil , IFK Varnamo , Sweden Allsvenskan (1),63,63,28,171cm,69kg,"RB, RM",1,£400K,£801
Santiago Toloza,Argentina , Arsenal de Sarandi , Argentina Primera Division (1),64,77,19,171cm,69kg,"CAM, CM",1,£1.3M,£1.3K
Vincent Thill,Luxemburg , AIK , Sweden Allsvenskan (1),66,75,22,171cm,69kg,"RM, CAM",1,£1.7M,£2.1K
Leonardo Gil,Argentina , Colo-Colo , CONMEBOL Libertadores,74,74,31,171cm,69kg,"CM, CDM, CAM",1,£3.1M,£17K
Angelino,Spain , TSG 1899 Hoffenheim , Germany 1. Bundesliga (1),81,83,25,171cm,69kg,"LWB, LM",2,£26.5M,£35.5K
Phil Foden,England , Manchester City , England Premier League (1),84,90,22,171cm,69kg,"LW, RW",3,£61M,£145K
Cristhian Valencia,Ecuador , Emelec , CONMEBOL Libertadores,59,66,23,171cm,69kg,"CDM, CM",1,£375K,£2.3K
Daniel Mancini,Argentina , Panathinaikos , Rest of World,73,74,25,171cm,70kg,"RW, LW, CAM",1,£3.3M,£14.5K
Gabriel Costa,Peru , Alianza Lima , CONMEBOL Libertadores,70,70,32,171cm,70kg,"RW, LW, RM",1,£1.1M,£12.5K
Li Ke,China PR , Beijing Guoan , China Super League (1),69,69,29,171cm,70kg,"CM, CDM",1,£1.2M,£8.5K
Bogdan Vatajelu,Romania , Universitatea Craiova , Romania Liga I (1),69,69,29,171cm,70kg,"LB, LWB, RB",1,£1.1M,£6.5K
Calegari,Brazil , Los Angeles Galaxy , USA Major League Soccer (1),68,80,20,171cm,70kg,"RB, CDM",1,£2.5M,£2.1K
Jordy Bruijn,Netherlands , NEC Nijmegen , Holland Eredivisie (1),66,69,26,171cm,70kg,"CAM, ST, CM",1,£1000K,£3.3K
Michael Ortega,Colombia , The Strongest , CONMEBOL Libertadores,65,65,31,171cm,70kg,"CAM, CM",1,£525K,£6.5K
Liam Bennett,England , Cambridge United , England League One (3),64,73,20,171cm,70kg,"RB, RWB",1,£1.1M,£1.3K
Gustavo Puerta,Colombia , 1. FC Nurnberg , Germany 2. Bundesliga (2),63,78,19,171cm,70kg,"CM, CDM",1,£1000K,£1.4K
Lars Kehl,Germany , SC Freiburg II , Germany 3. Liga (3),63,71,20,171cm,70kg,"RM, CF",1,£950K,£751
Christopher Negele,Germany , 1. FC Heidenheim , Germany 2. Bundesliga (2),59,78,17,171cm,70kg,CAM,1,£500K,£500
Kerim Frei,Turkey , Fatih Karagumruk S.K. , Turkey S√ºper Lig (1),68,68,28,171cm,70kg,"LM, LW",1,£1.1M,£9.1K
Gonzalo Escobar,Argentina , UD Ibiza , Spain Segunda Division (2),70,73,25,171cm,70kg,"LB, LWB",1,£1.8M,£3.8K
Filippo Falco,Italy , Cagliari , Italy Serie B (2),70,70,30,171cm,70kg,"CF, CAM, ST",1,£1.4M,£3.1K
Reo Hatate,Japan , Celtic , Scotland Premiership (1),75,80,24,171cm,70kg,CM,1,£7.5M,£36K
Lorenzo Faravelli,Argentina , Independiente del Valle , CONMEBOL Libertadores,76,76,29,171cm,70kg,"CM, CDM",1,£6.5M,£23K
Angel Correa,Argentina , Atletico de Madrid , Spain Primera Division (1),83,83,27,171cm,70kg,"ST, RM, CF",2,£35.5M,£72K
Park Geon Woo,Korea Republic , Pohang Steelers , Korea K League 1 (1),50,60,21,171cm,70kg,RB,1,£90K,£650
Joao Paulo,Brazil , Seattle Sounders , USA Major League Soccer (1),76,76,31,171cm,71kg,"CM, CDM",1,£5.5M,£8.1K
Vaclav Pilar,Czech Republic , Viktoria PlzeH , Rest of World,73,73,33,171cm,71kg,"LM, RM",1,£1.7M,£17K
Julian Wiesmeier,Germany , SV Ried , Austria Bundesliga (1),65,65,29,171cm,71kg,"RM, RWB, RB",1,£625K,£3K
Sener Ozbayrakli,Turkey , Istanbul Ba_ak_ehir FK , Turkey S√ºper Lig (1),67,67,32,171cm,71kg,RB,1,£625K,£9.5K
Ruben Garcia,Spain , CA Osasuna , Spain Primera Division (1),79,79,29,171cm,71kg,"LM, CAM, RM",1,£15.5M,£31K
Regan Donelon,Republic of Ireland , Finn Harps , Rep. Ireland Premier Division (1),58,58,26,171cm,71kg,"LB, LWB",1,£180K,£500
Miguel Reichmuth,Switzerland , FC Zurich , Switzerland Super League (1),54,70,18,171cm,71kg,"CM, CDM",1,£100K,£850
Joe Zoherliana,India , NorthEast United , Indian Super League (1),53,58,23,171cm,71kg,RB,1,£120K,£1.5K
Thomas Jones,Chile , , ,67,70,24,171cm,72kg,"RW, CAM, LW",1,£1.3M,£500
Jeronimo Domina,Argentina , Union de Santa Fe , Argentina Primera Division (1),62,76,16,171cm,72kg,"ST, LM",1,£825K,£500
Fernando Cornejo,Chile , , ,66,69,26,171cm,72kg,"CDM, CM",1,£900K,£500
Hugo Martinez,Paraguay , Libertad , CONMEBOL Libertadores,67,78,22,171cm,72kg,"CDM, CM",1,£1.9M,£5K
Hervin Ongenda,France , Rapid Bucureti , Romania Liga I (1),69,70,27,171cm,72kg,"CAM, CM, ST",1,£1.4M,£5.2K
Wesley Said,France , RC Lens , France Ligue 1 (1),73,73,27,171cm,72kg,"ST, LW",1,£3M,£24K
Pablo Lujan,Bolivia , , ,56,71,19,171cm,72kg,RM,1,£300K,£500
Bader Al Huwaidi,Saudi Arabia , Al Batin , Saudi Pro League (1),53,61,20,171cm,72kg,"RB, RWB",1,£180K,£1.5K
Nelson Khumbeni,England , Bolton Wanderers , England League One (3),50,59,19,171cm,72kg,"CDM, CM",1,£90K,£801
Goncalo Esteves,Portugal , Sporting CP , Portugal Primeira Liga (1),69,81,18,171cm,73kg,"RWB, RB",1,£2.8M,£1.5K
Enmerson Batalla,Colombia , Independiente Medellin , CONMEBOL Sudamericana,66,79,21,171cm,73kg,"RM, RW, LW",1,£1.9M,£4K
Daniel Arzani,Australia , Macarthur FC , Australia A-League (1),65,71,23,171cm,73kg,LM,1,£1000K,£1.1K
Arthur,Brazil , Liverpool , England Premier League (1),79,81,26,171cm,73kg,"CM, CDM",2,£19.5M,£92K
Jean Michael Seri,Ivory Coast , Hull City , England Championship (2),73,73,31,171cm,74kg,"CDM, CM",2,£1.9M,£12.5K
Abdussalam Magashy,Nigeria , AIK , Sweden Allsvenskan (1),66,70,24,171cm,74kg,"CAM, CM",1,£1.1M,£2.1K
Kevin Mensah,Denmark , Brondby IF , Denmark Superliga (1),65,65,31,171cm,74kg,"LB, RB",1,£475K,£3.3K
Victor Malcorra,Argentina , Rosario Central , Argentina Primera Division (1),72,72,35,171cm,74kg,"LM, CM",1,£875K,£8.3K
Benjamin Rollheiser,Argentina , Estudiantes de La Plata , Argentina Primera Division (1),73,80,22,171cm,75kg,"LM, RM, ST",1,£5.5M,£8.8K
DeAndre Yedlin,United States , Inter Miami , USA Major League Soccer (1),70,70,29,171cm,75kg,"RB, RWB",1,£1.3M,£4.3K
Alejandro Ramos,Peru , Melgar FBC , CONMEBOL Sudamericana,68,74,23,171cm,75kg,RB,1,£1.6M,£5.8K
Jose Luis Sinisterra,Colombia , , ,64,70,24,171cm,75kg,"LM, LW, ST",1,£825K,£500
Lubambo Musonda,Zambia , AC Horsens , Denmark Superliga (1),67,67,27,171cm,75kg,"RWB, LWB, RM",1,£875K,£3.5K
Gonzalo Bettini,Argentina , Sarmiento , Argentina Primera Division (1),68,68,29,171cm,75kg,"RB, RWB",1,£950K,£4.4K
Jonathan Gomez,Argentina , Racing Club de Avellaneda , Argentina Primera Division (1),72,72,32,171cm,75kg,"CAM, CM",1,£1.7M,£12K
Bryan Mbeumo,Cameroon , Brentford , England Premier League (1),76,79,23,171cm,75kg,"RW, ST",1,£9M,£38K
Bernardo Cuesta,Argentina , Melgar FBC , CONMEBOL Sudamericana,75,75,33,171cm,76kg,ST,1,£3.2M,£19.5K
Jean Zimmer,Germany , 1. FC Kaiserslautern , Germany 2. Bundesliga (2),67,67,28,171cm,76kg,"RM, RB",1,£925K,£4.4K
Gary Medel,Chile , Bologna , Italy Serie A (1),73,73,35,171cm,76kg,"CB, CDM",3,£725K,£14.5K
Daniel James,Wales , Fulham , England Premier League (1),75,78,24,171cm,76kg,"RM, ST, LM",1,£7M,£38K
Cameron Devlin,Australia , Heart of Midlothian , Scotland Premiership (1),70,75,24,171cm,78kg,"CM, CDM",1,£2.2M,£3.7K
Ben Thompson,England , Peterborough United , England League One (3),65,65,26,171cm,78kg,"CAM, CM",1,£700K,£3.3K
Samuel Piette,Canada , CF Montreal , USA Major League Soccer (1),71,71,27,171cm,79kg,"CDM, CM",1,£1.6M,£4.7K
Dilan Zuniga,Chile , , ,68,71,26,171cm,80kg,"LB, RB",1,£1.3M,£500
Eros Mancuso,Argentina , Estudiantes de La Plata , Argentina Primera Division (1),65,71,23,171cm,80kg,"RWB, RB",1,£950K,£2.4K
Luis Zeballos,Bolivia , Oriente Petrolero , CONMEBOL Sudamericana,57,65,20,171cm,80kg,CM,1,£325K,£2.5K
Kamory Doumbia,Mali , Stade de Reims , France Ligue 1 (1),71,79,19,170cm,53kg,CAM,1,£3.6M,£7.4K
Axel Gueguin,France , Montpellier HSC , France Ligue 1 (1),59,81,17,170cm,55kg,RM,1,£200K,£500
Hugo Rojas,Bolivia , , ,62,62,28,170cm,56kg,"RM, RB, RWB",1,£350K,£500
Romeo Benitez,Paraguay , , ,63,71,19,170cm,57kg,"CAM, LW, LM",1,£925K,£500
Vincy Barretto,India , Chennaiyin FC , Indian Super League (1),54,63,22,170cm,57kg,"RM, LM",1,£220K,£2.3K
Enzo Le Fee,France , FC Lorient , France Ligue 1 (1),76,83,22,170cm,58kg,"CM, CAM",1,£13.5M,£15K
Jhon Marchan,Venezuela , Metropolitanos FC , CONMEBOL Sudamericana,66,69,23,170cm,58kg,"RW, RM",1,£1.1M,£6K
Hwang Jae Hwan,Korea Republic , Ulsan Hyundai , Korea K League 1 (1),61,71,21,170cm,58kg,"LM, CAM",1,£675K,£1.4K
Gianfranco Cabrera,Argentina , Union de Santa Fe , Argentina Primera Division (1),61,73,20,170cm,58kg,"LM, RM",1,£700K,£1.6K
Bryant Albizo,Venezuela , Caracas FC , CONMEBOL Libertadores,58,68,19,170cm,58kg,ST,1,£400K,£2.5K
Wang Shijie,China PR , Guangzhou FC , China Super League (1),51,71,18,170cm,58kg,"CM, CAM",1,£140K,£500
Wang Zhen'ao,China PR , Dalian Professional , China Super League (1),50,57,23,170cm,58kg,RM,1,£80K,£1.2K
Dieumerci Ndongala,DR Congo , APOEL Nicosia FC , Rest of World,70,70,31,170cm,59kg,"RW, RM",1,£1.2M,£14.5K
Koki Saito,Japan , Sparta Rotterdam , Holland Eredivisie (1),69,80,21,170cm,59kg,"LM, ST",1,£2.8M,£3.6K
Ben Knight,England , Manchester City , England Premier League (1),60,74,20,170cm,59kg,RW,1,£525K,£10.5K
Lenny Pirringuel,France , Girondins de Bordeaux , France Ligue 2 (2),57,71,18,170cm,59kg,CM,1,£350K,£500
Arturo Inalcio,Brazil , Flamengo , CONMEBOL Libertadores,78,78,22,170cm,60kg,"CM, CAM",1,£15M,£24K
Patricio Rodriguez,Argentina , , ,73,73,32,170cm,60kg,"CAM, LM, RM",1,£2.2M,£500
Luquinhas,Brazil , New York Red Bulls , USA Major League Soccer (1),73,74,25,170cm,60kg,"RM, CF, LM",1,£3.3M,£6.3K
Bandar Al Ahbabi,United Arab Emirates , Al Ain FC (UAE) , Rest of World,71,71,32,170cm,60kg,"RB, RM",1,£1.2M,£14K
Nicolas Benezet,France , Nimes Olympique , France Ligue 2 (2),70,70,31,170cm,60kg,"LM, CAM",1,£1.2M,£4K
Sebastian Kowalczyk,Poland , PogoD Szczecin , Poland Ekstraklasa (1),68,75,24,170cm,60kg,"CAM, LM",1,£2.2M,£3.5K
Adrien Bongiovanni,Belgium , Charleroi , Belgium Pro League (1),65,71,22,170cm,60kg,"CAM, ST, LM",1,£1000K,£3.1K
Tomas Salazar,Colombia , , ,64,74,22,170cm,60kg,CM,1,£1.2M,£500
Bilal Ould-Chikh,Morocco , FC Volendam , Holland Eredivisie (1),64,67,25,170cm,60kg,RM,1,£700K,£1.9K
Amario Cozier-Duberry,England , Arsenal , England Premier League (1),59,77,17,170cm,60kg,"LW, CAM",1,£200K,£2K
Hussain Al Nowaiqi,Saudi Arabia , Al Khaleej , Saudi Pro League (1),59,62,26,170cm,60kg,"RB, RWB",1,£240K,£1.8K
Iman Griffith,Netherlands , AZ , Holland Eredivisie (1),60,73,20,170cm,60kg,"RW, LW",1,£525K,£1.3K
Daniel De Silva,Australia , Macarthur FC , Australia A-League (1),66,69,25,170cm,60kg,"CM, CAM, CDM",1,£1000K,£1.4K
Matthaus Taferner,Austria , Wolfsberger AC , Austria Bundesliga (1),68,75,21,170cm,60kg,CM,1,£2.2M,£4.7K
Alex Hunt,England , Grimsby Town , England League Two (4),57,66,22,170cm,60kg,"CM, CDM",1,£325K,£1.4K
Tyler Goodrham,England , Oxford United , England League One (3),56,71,19,170cm,60kg,"RW, RM",1,£300K,£1.2K
Islam Hawsawi,Saudi Arabia , Al Wehda , Saudi Pro League (1),56,65,20,170cm,60kg,LB,1,£275K,£2.3K
Nasser Al Meqhem,Saudi Arabia , Al Adalah , Saudi Pro League (1),55,56,25,170cm,60kg,"LM, CAM",1,£140K,£2.7K
Liam Smith,Scotland , Swansea City , England Championship (2),53,70,18,170cm,60kg,RW,1,£90K,£1.6K
Daniel Bunk,Germany , Fortuna Dusseldorf , Germany 2. Bundesliga (2),55,74,18,170cm,60kg,CAM,1,£300K,£1.1K
Rory MacLeod,Scotland , Dundee United , Scotland Premiership (1),50,74,16,170cm,60kg,ST,1,£45K,£500
Joao Moutinho,Portugal , Wolverhampton Wanderers , England Premier League (1),77,77,35,170cm,61kg,CM,3,£3.8M,£47K
Vitaliy Buyalskyi,Ukraine , Dynamo Kyiv , Rest of World,76,76,29,170cm,61kg,"CM, CAM",1,£6.5M,£20K
Gianluca Busio,United States , Venezia , Italy Serie B (2),72,82,20,170cm,61kg,"CM, CDM",1,£4.6M,£2.8K
Guga Rodrigues,Portugal , Rio Ave , Portugal Primeira Liga (1),72,76,25,170cm,61kg,CM,1,£2.9M,£6.5K
John Tolkin,United States , New York Red Bulls , USA Major League Soccer (1),71,81,20,170cm,61kg,"LB, LWB, CDM",1,£3.5M,£3.4K
Navarone Foor,Netherlands , SC Cambuur , Holland Eredivisie (1),68,68,30,170cm,61kg,"CAM, LW",1,£1000K,£3.8K
Tomas Martinez,Argentina , Melgar FBC , CONMEBOL Sudamericana,68,68,27,170cm,61kg,"CM, CAM, RM",1,£1.1M,£7.4K
Patrick Burner,France , Nimes Olympique , France Ligue 2 (2),68,69,26,170cm,61kg,"LB, RB",1,£1.2M,£2.6K
Costinha,Portugal , Santa Clara , Portugal Primeira Liga (1),67,67,30,170cm,61kg,"CAM, CM",1,£875K,£2.3K
Alasana Manneh,Gambia , Odense Boldklub , Denmark Superliga (1),66,70,24,170cm,61kg,"CM, CDM",1,£1.1M,£3.3K
Mohamed Amoura,Algeria , FC Lugano , Switzerland Super League (1),65,74,22,170cm,61kg,"ST, CAM, RM",1,£1.5M,£2.7K
Mohamed Bouchouari,Belgium , FC Emmen , Holland Eredivisie (1),63,72,21,170cm,61kg,"RB, RM",1,£925K,£1.3K
Ronald Cuellar,Bolivia , , ,63,67,25,170cm,61kg,CDM,1,£550K,£500
Carlos Mateo Abastoflor,Bolivia , Guabira , CONMEBOL Sudamericana,62,76,20,170cm,61kg,"CM, LM, ST",1,£850K,£1.7K
Jonathan Goncalves,France , FC Annecy , France Ligue 2 (2),61,61,33,170cm,61kg,CB,1,£140K,£850
Mauricio Cuevas,United States , Los Angeles Galaxy , USA Major League Soccer (1),56,66,19,170cm,61kg,RB,1,£275K,£600
Cem Ustundag,Austria , WSG Tirol , Austria Bundesliga (1),55,64,21,170cm,61kg,CM,1,£250K,£1.2K
Hendry Antonay,India , Odisha FC , Indian Super League (1),52,59,22,170cm,61kg,"RB, LB",1,£140K,£1.3K
Givson Singh,India , Chennaiyin FC , Indian Super League (1),49,62,20,170cm,61kg,"CM, ST",1,£100K,£1.8K
Andrija Zivkovic,Serbia , PAOK , Rest of World,76,77,26,170cm,62kg,"RW, LW",1,£8M,£28.5K
Leonardo Bittencourt,Germany , Werder Bremen , Germany 1. Bundesliga (1),74,74,28,170cm,62kg,"CAM, CM",2,£3.8M,£20K
Colin Dagba,France , RC Strasbourg , France Ligue 1 (1),73,76,23,170cm,62kg,RWB,1,£3.5M,£14.5K
Julien Ponceau,France , FC Lorient , France Ligue 1 (1),71,79,21,170cm,62kg,"CM, CAM, CDM",1,£3.8M,£8.1K
Joe Allen,Wales , Swansea City , England Championship (2),69,69,32,170cm,62kg,"CDM, CM",1,£825K,£11K
August Mikkelsen,Norway , Hammarby IF , Sweden Allsvenskan (1),68,78,21,170cm,62kg,"CF, ST",1,£2.5M,£2.4K
Altimira,Spain , FC Andorra , Spain Segunda Division (2),65,76,21,170cm,62kg,"RB, RM",1,£1.4M,£1.3K
Steeve Beusnard,France , Pau FC , France Ligue 2 (2),65,65,30,170cm,62kg,"CM, CDM, RM",1,£625K,£1.4K
John Garcia,Bolivia , The Strongest , CONMEBOL Libertadores,65,74,22,170cm,62kg,"LM, CAM, RM",1,£1.4M,£5.7K
Fabrizio Paghera,Italy , Ternana , Italy Serie B (2),64,64,30,170cm,62kg,"CM, CDM",1,£500K,£1.2K
